Date,Adj Close
1993-01-29,25.029382705688477
1993-02-01,25.2073917388916
1993-02-02,25.26079750061035
1993-02-03,25.527833938598633
1993-02-04,25.634632110595703
1993-02-05,25.6168270111084
1993-02-08,25.6168270111084
1993-02-09,25.438819885253906
1993-02-10,25.47440528869629
1993-02-11,25.59902572631836
1993-02-12,25.403194427490234
1993-02-16,24.76234245300293
1993-02-17,24.74454116821289
1993-02-18,24.726741790771484
1993-02-19,24.81574249267578
1993-02-22,24.90477752685547
1993-02-23,24.886962890625
1993-02-24,25.2073917388916
1993-02-25,25.26079750061035
1993-02-26,25.29637908935547
1993-03-01,25.225189208984375
1993-03-02,25.59902572631836
1993-03-03,25.705827713012695
1993-03-04,25.56342887878418
1993-03-05,25.492210388183594
1993-03-08,26.061878204345703
1993-03-09,25.972885131835938
1993-03-10,26.02627944946289
1993-03-11,25.955049514770508
1993-03-12,25.68804168701172
1993-03-15,25.81264877319336
1993-03-16,25.81264877319336
1993-03-17,25.652427673339844
1993-03-18,25.81264877319336
1993-03-19,25.773584365844727
1993-03-22,25.630504608154297
1993-03-23,25.684162139892578
1993-03-24,25.684162139892578
1993-03-25,25.845138549804688
1993-03-26,25.70203971862793
1993-03-29,25.809354782104492
1993-03-30,25.880908966064453
1993-03-31,25.863025665283203
1993-04-01,25.773584365844727
1993-04-02,25.23702049255371
1993-04-05,25.362205505371094
1993-04-06,25.290664672851562
1993-04-07,25.380107879638672
1993-04-08,25.344318389892578
1993-04-12,25.70203971862793
1993-04-13,25.755704879760742
1993-04-14,25.719932556152344
1993-04-15,25.719932556152344
1993-04-16,25.719932556152344
1993-04-19,25.612611770629883
1993-04-20,25.48741340637207
1993-04-21,25.469526290893555
1993-04-22,25.147586822509766
1993-04-23,25.04026985168457
1993-04-26,24.84351921081543
1993-04-27,25.11180877685547
1993-04-28,25.058156967163086
1993-04-29,25.165470123291016
1993-04-30,25.20124626159668
1993-05-03,25.362205505371094
1993-05-04,25.451637268066406
1993-05-05,25.523170471191406
1993-05-06,25.433753967285156
1993-05-07,25.380107879638672
1993-05-10,25.433753967285156
1993-05-11,25.541086196899414
1993-05-12,25.50529670715332
1993-05-13,25.20124626159668
1993-05-14,25.183353424072266
1993-05-17,25.27277374267578
1993-05-18,25.254894256591797
1993-05-19,25.773584365844727
1993-05-20,25.845138549804688
1993-05-21,25.612611770629883
1993-05-24,25.719932556152344
1993-05-25,25.773584365844727
1993-05-26,26.095550537109375
1993-05-27,26.00611114501953
1993-05-28,25.880908966064453
1993-06-01,26.13130760192871
1993-06-02,26.095550537109375
1993-06-03,26.00611114501953
1993-06-04,25.916683197021484
1993-06-07,25.827245712280273
1993-06-08,25.5947208404541
1993-06-09,25.684162139892578
1993-06-10,25.70203971862793
1993-06-11,25.809354782104492
1993-06-14,25.773584365844727
1993-06-15,25.719932556152344
1993-06-16,25.773584365844727
1993-06-17,25.863025665283203
1993-06-18,25.650039672851562
1993-06-21,25.704055786132812
1993-06-22,25.722097396850586
1993-06-23,25.487916946411133
1993-06-24,25.830169677734375
1993-06-25,25.812156677246094
1993-06-28,26.100357055664062
1993-06-29,25.974254608154297
1993-06-30,25.974254608154297
1993-07-01,25.902206420898438
1993-07-02,25.75809669494629
1993-07-06,25.487916946411133
1993-07-07,25.55997657775879
1993-07-08,25.848196029663086
1993-07-09,25.920228958129883
1993-07-12,25.902206420898438
1993-07-13,25.884191513061523
1993-07-14,25.974254608154297
1993-07-15,25.866188049316406
1993-07-16,25.794124603271484
1993-07-19,25.7761173248291
1993-07-20,25.848196029663086
1993-07-21,25.830169677734375
1993-07-22,25.650039672851562
1993-07-23,25.7761173248291
1993-07-26,25.920228958129883
1993-07-27,25.902206420898438
1993-07-28,25.848196029663086
1993-07-29,25.99227523803711
1993-07-30,25.848196029663086
1993-08-02,25.920228958129883
1993-08-03,25.93824577331543
1993-08-04,25.93824577331543
1993-08-05,25.884191513061523
1993-08-06,25.920228958129883
1993-08-09,26.064332962036133
1993-08-10,26.04632568359375
1993-08-11,26.04632568359375
1993-08-12,25.974254608154297
1993-08-13,26.010278701782227
1993-08-16,26.154394149780273
1993-08-17,26.244455337524414
1993-08-18,26.388545989990234
1993-08-19,26.388545989990234
1993-08-20,26.406566619873047
1993-08-23,26.352529525756836
1993-08-24,26.640731811523438
1993-08-25,26.658737182617188
1993-08-26,26.6767578125
1993-08-27,26.658737182617188
1993-08-30,26.766830444335938
1993-08-31,26.838851928710938
1993-09-01,26.802845001220703
1993-09-02,26.71278190612793
1993-09-03,26.730802536010742
1993-09-07,26.5506649017334
1993-09-08,26.460613250732422
1993-09-09,26.514644622802734
1993-09-10,26.748815536499023
1993-09-13,26.766830444335938
1993-09-14,26.658737182617188
1993-09-15,26.730802536010742
1993-09-16,26.622722625732422
1993-09-17,26.571107864379883
1993-09-20,26.353614807128906
1993-09-21,26.262971878051758
1993-09-22,26.480470657348633
1993-09-23,26.62547492980957
1993-09-24,26.55298614501953
1993-09-27,26.84296226501465
1993-09-28,26.788602828979492
1993-09-29,26.697980880737305
1993-09-30,26.643596649169922
1993-10-01,26.770475387573242
1993-10-04,26.806724548339844
1993-10-05,26.770475387573242
1993-10-06,26.75234031677246
1993-10-07,26.679859161376953
1993-10-08,26.716079711914062
1993-10-11,26.770475387573242
1993-10-12,26.806724548339844
1993-10-13,26.806724548339844
1993-10-14,27.151107788085938
1993-10-15,27.29608726501465
1993-10-18,27.223602294921875
